Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,In which country do you currently reside?,What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,Select the title most similar to your current role (or most recent title if retired): - Selected Choice,Select the title most similar to your current role (or most recent title if retired): - Other - Text,What is the size of the company where you are employed?,Approximately how many individuals are responsible for data science workloads at your place of business?,Does your current employer incorporate machine learning methods into their business?
472,30-34,Male,-1,Czech Republic,I prefer not to answer,Data Scientist,-1,50-249 employees,14-Oct,We are exploring ML methods (and may one day put a model into production)
586,22-24,Male,-1,Indonesia,Bachelor’s degree,Data Scientist,-1,250-999 employees,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)"
550,35-39,Male,-1,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,-1,"1000-9,999 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1032,22-24,Male,-1,India,Bachelor’s degree,Not employed,-1,,,
563,25-29,Male,-1,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",14-Oct,I do not know
436,25-29,Male,-1,Nigeria,Bachelor’s degree,Not employed,-1,,,
443,22-24,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
324,22-24,Male,-1,Taiwan,Master’s degree,Student,-1,,,
605,25-29,Female,-1,Sweden,Some college/university study without earning a bachelor’s degree,Data Scientist,-1,"> 10,000 employees",4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)"
404,25-29,Male,-1,Germany,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,I do not know
549,40-44,Male,-1,Ukraine,Master’s degree,Data Analyst,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
520,30-34,Male,-1,Poland,Master’s degree,Data Scientist,-1,250-999 employees,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)"
585,40-44,Female,-1,Turkey,Master’s degree,Not employed,-1,,,
283,22-24,Male,-1,Other,Master’s degree,Data Scientist,-1,0-49 employees,0,No (we do not use ML methods)
667,45-49,Male,-1,France,Master’s degree,Software Engineer,-1,250-999 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
195,25-29,Female,-1,Austria,Master’s degree,Student,-1,,,
3741,25-29,Prefer not to say,-1,France,Master’s degree,Student,-1,,,
995,22-24,Male,-1,Morocco,Master’s degree,Data Scientist,-1,0-49 employees,0,I do not know
634,22-24,Male,-1,Saudi Arabia,Bachelor’s degree,Data Scientist,-1,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
1008,18-21,Male,-1,Nigeria,No formal education past high school,Student,-1,,,
2227,30-34,Male,-1,France,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
890,30-34,Male,-1,Austria,Master’s degree,Research Scientist,-1,250-999 employees,20+,I do not know
1932,22-24,Female,-1,Nigeria,Bachelor’s degree,Other,-1,50-249 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
1153,25-29,Female,-1,Nigeria,Bachelor’s degree,Statistician,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
450,30-34,Male,-1,Other,Doctoral degree,Data Scientist,-1,250-999 employees,20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1143,35-39,Male,-1,Germany,I prefer not to answer,Other,69,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
427,25-29,Male,-1,Brazil,Master’s degree,Product/Project Manager,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
607,25-29,Male,-1,Brazil,Master’s degree,Software Engineer,-1,"1000-9,999 employees",15-19,"We have well established ML methods (i.e., models in production for more than 2 years)"
1143,35-39,Male,-1,Spain,Doctoral degree,Research Scientist,-1,0-49 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
491,30-34,Male,-1,India,Master’s degree,Other,248,"> 10,000 employees",0,I do not know
956,40-44,Male,-1,Taiwan,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
558,25-29,Female,-1,Russia,Master’s degree,Data Scientist,-1,50-249 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
6443,30-34,Male,-1,Other,Doctoral degree,Research Scientist,-1,50-249 employees,9-May,We are exploring ML methods (and may one day put a model into production)
558,25-29,Male,-1,Japan,Master’s degree,Data Analyst,-1,"1000-9,999 employees",20+,No (we do not use ML methods)
377,30-34,Male,-1,Portugal,Doctoral degree,Data Scientist,-1,50-249 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
358,25-29,Male,-1,Germany,Master’s degree,Student,-1,,,
2409,30-34,Male,-1,Germany,Master’s degree,Software Engineer,-1,0-49 employees,9-May,No (we do not use ML methods)
464,18-21,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
835,22-24,Male,-1,India,Master’s degree,Data Scientist,-1,50-249 employees,0,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1147,25-29,Male,-1,Greece,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
2154,18-21,Female,-1,India,Professional degree,Student,-1,,,
219,18-21,Male,-1,Canada,Bachelor’s degree,Student,-1,,,
599,18-21,Male,-1,India,I prefer not to answer,Student,-1,,,
327,18-21,Male,-1,India,Master’s degree,Student,-1,,,
555,55-59,Female,-1,Spain,Doctoral degree,Research Scientist,-1,"1000-9,999 employees",4-Mar,No (we do not use ML methods)
1382,22-24,Male,-1,Ukraine,Master’s degree,Data Scientist,-1,0-49 employees,14-Oct,We use ML methods for generating insights (but do not put working models into production)
4072,35-39,Male,-1,Japan,I prefer not to answer,Other,-1,0-49 employees,0,No (we do not use ML methods)
316,18-21,Female,-1,India,Some college/university study without earning a bachelor’s degree,Student,-1,,,
650,35-39,Male,-1,Greece,Doctoral degree,Data Scientist,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
321,22-24,Male,-1,India,Master’s degree,Software Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
505,30-34,Male,-1,Netherlands,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,We use ML methods for generating insights (but do not put working models into production)
651,25-29,Male,-1,China,Doctoral degree,Student,-1,,,
603,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
1038,40-44,Male,-1,Canada,Doctoral degree,Data Scientist,-1,250-999 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
297,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
357,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
532,22-24,Male,-1,Nigeria,Master’s degree,DBA/Database Engineer,-1,50-249 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
347,22-24,Male,-1,Russia,Master’s degree,Research Scientist,-1,50-249 employees,4-Mar,No (we do not use ML methods)
349,40-44,Male,-1,Other,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
444,25-29,Male,-1,Italy,Master’s degree,Not employed,-1,,,
222,22-24,Female,-1,Spain,Bachelor’s degree,Student,-1,,,
425,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
1179,18-21,Female,-1,India,Master’s degree,Student,-1,,,
744,30-34,Male,-1,Belarus,Bachelor’s degree,Other,249,"1000-9,999 employees",4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
535,18-21,Male,-1,India,Some college/university study without earning a bachelor’s degree,Student,-1,,,
1151,25-29,Male,-1,Nigeria,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,No (we do not use ML methods)
523,45-49,Male,-1,France,Master’s degree,Other,250,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
176,25-29,Male,-1,India,Master’s degree,Not employed,-1,,,
781,55-59,Female,-1,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
720,35-39,Female,-1,United States of America,Doctoral degree,Student,-1,,,
522,30-34,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",14-Oct,We are exploring ML methods (and may one day put a model into production)
47026,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
1464,25-29,Male,-1,Turkey,Master’s degree,Product/Project Manager,-1,0-49 employees,0,No (we do not use ML methods)
996,25-29,Female,-1,China,Doctoral degree,Student,-1,,,
326,35-39,Female,-1,Netherlands,Master’s degree,Business Analyst,-1,0-49 employees,0,I do not know
10693,25-29,Male,-1,Ukraine,Master’s degree,Software Engineer,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
422,18-21,Male,-1,Russia,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
545,25-29,Male,-1,Brazil,Master’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
44402,25-29,Male,-1,Germany,Doctoral degree,Research Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
872,22-24,Male,-1,Bangladesh,Bachelor’s degree,Student,-1,,,
484,30-34,Male,-1,Turkey,Doctoral degree,Data Scientist,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
425,30-34,Female,-1,Canada,Doctoral degree,Research Scientist,-1,0-49 employees,0,No (we do not use ML methods)
492,25-29,Male,-1,India,Master’s degree,Software Engineer,-1,"1000-9,999 employees",20+,No (we do not use ML methods)
4156,35-39,Male,-1,India,Master’s degree,Research Scientist,-1,50-249 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
574,22-24,Male,-1,Pakistan,Master’s degree,Data Scientist,-1,0-49 employees,20+,We use ML methods for generating insights (but do not put working models into production)
660,45-49,Male,-1,Other,Doctoral degree,Research Scientist,-1,250-999 employees,15-19,We are exploring ML methods (and may one day put a model into production)
2031,25-29,Male,-1,Romania,Doctoral degree,Software Engineer,-1,"> 10,000 employees",0,We are exploring ML methods (and may one day put a model into production)
9655,25-29,Male,-1,India,Bachelor’s degree,Data Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
218,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
27383,30-34,Male,-1,China,Master’s degree,Product/Project Manager,-1,50-249 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1298,22-24,Male,-1,Nigeria,Master’s degree,Data Scientist,-1,0-49 employees,2-Jan,No (we do not use ML methods)
508,55-59,Male,-1,Switzerland,Master’s degree,Other,251,"> 10,000 employees",20+,I do not know
245,25-29,Female,-1,Turkey,Master’s degree,Data Analyst,-1,0-49 employees,14-Oct,No (we do not use ML methods)
15738,40-44,Male,-1,India,Master’s degree,Other,252,"> 10,000 employees",9-May,We are exploring ML methods (and may one day put a model into production)
498,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
358,30-34,Female,-1,Nigeria,Master’s degree,Other,253,0-49 employees,0,No (we do not use ML methods)
617,35-39,Male,-1,Italy,Doctoral degree,Research Scientist,-1,50-249 employees,9-May,We use ML methods for generating insights (but do not put working models into production)
13124,30-34,Male,-1,India,Bachelor’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
429,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
2184,40-44,Male,-1,Italy,Master’s degree,Software Engineer,-1,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
824,30-34,Male,-1,Spain,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)"
2224,25-29,Male,-1,Russia,Master’s degree,Research Scientist,-1,50-249 employees,2-Jan,I do not know
617,50-54,Male,-1,Kenya,Some college/university study without earning a bachelor’s degree,Other,254,0-49 employees,2-Jan,No (we do not use ML methods)
